text,label,lang,scam_type,source
"FNB;M MABASA:SEND <US_DRIVER_LICENSE>.00 AT FNB ATM,PRESS PROCED,SELECT,EWALLET SERVICE,PIN@19988@IS <URL>R ,16HRS.IF EXPIRED;DIAL *120*<DATE_TIME> FOR OR NEW(PIN)",1,mixed,imc25,imc25_smishing
<NAMED_ENTITY>: envio <US_SSN> de DPD no entregado por ausencia en domicilio. Programa nueva entrega en,1,mixed,imc25,imc25_smishing
<DATE_TIME> ~ ObamaCare approval needs confirmation before the Deadline { Please Call <PHONE_NUMBER> },1,mixed,imc25,imc25_smishing
"This is a SCAM. Do NOT respond. It is for identity theft. Note: Banks use https: The ""s"" after the ""http"" signifies that it is a secured site.",1,mixed,imc25,imc25_smishing
"I av a new number,  . Wil u only use this one,ta.",0,en,sms_spam,uci_sms_spam
Dear Customer Your HDFC Account  has been blocked <DATE_TIME> please Update Your PAN CARD,1,mixed,imc25,imc25_smishing
(Contact Customer Services: <PHONE_NUMBER> ->Immediately!) Your Debit-Card have been Locked!--><URL> :,1,mixed,imc25,imc25_smishing
"Royal Mail: Your Parcel Has A £1.99 Unpaid Shipping Fee, To Pay This Now Please Visit <URL> If You Do Not Pay This Your Parcel Will Be Returned To The Sender",1,mixed,imc25,imc25_smishing
<LOCATION> test de autoevaluacion Covid19 <URL>,1,mixed,imc25,imc25_smishing
"CASH BUY 10000 SHARES OF 'FUNNY SOFTWARE LTD' CODE '<DATE_TIME>' CMP 8.59 INR TGT 12,15,17 INR SL 8 INR TIME HORIZON 15 DAYS",1,mixed,imc25,imc25_smishing
Dear HDFC user your HDFC NetBanking Account will be blocked <URL>ease click on the link and update your PAN CARD Number immediately.,1,mixed,imc25,imc25_smishing
"*AGENCIA TRIBUTARIA* Te califico para un reembolso de impuestos Con importe de ""24479"". <NAMED_ENTITY> web",1,mixed,imc25,imc25_smishing
TODAYSWORKANNIVERSARY Dear Customer Your SBI A/c will be blocked <DATE_TIME> Please Update PAN CARD Click here <URL>,1,mixed,imc25,imc25_smishing
Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,0,en,sms_spam,uci_sms_spam
Your A/C XXXXXXXX6596 can Be credited with Rs.<US_DRIVER_LICENSE>. Check Now!,1,mixed,imc25,imc25_smishing
Dear customer your docu-ment rejected service block and deactivated plz customer care no <PHONE_NUMBER> immediately call thankyou,1,mixed,imc25,imc25_smishing
Dear customer. Thank you for spending time with DStv; your home of sensational entertainment. Your fees will change on <DATE_TIME> so please click the link:,1,mixed,imc25,imc25_smishing
D'ear HDFC C'ustomer your HDFC NET BANKING will be suspended <DATE_TIME> please update your PAN card now visit below the link,1,mixed,imc25,imc25_smishing
We have detected some unusual activity on your CommBank account. We urgently ask you to follow the account review <URL>,1,mixed,imc25,imc25_smishing
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",0,en,sms_spam,uci_sms_spam
"CaixaBank : Estimado cliente, <NAMED_ENTITY>bloqueada el <DATE_TIME>. <NAMED_ENTITY> el nuevo sistema de seguridad de su tarjeta : https:// <URL> IN",1,mixed,imc25,imc25_smishing
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",0,en,sms_spam,uci_sms_spam
INFO ANTAI : Vous avez un retard paiement de 3500 Euros. Consulter votre dossier d'infraction via :,1,mixed,imc25,imc25_smishing
"Playin space poker, u?",0,en,sms_spam,uci_sms_spam
YOUR PERMANENT PICK/ PACKERS JOB ONLINE APPLICATION ATTEND VERBAL INTERVIEW@155 ILPHA HOUSE 3RD FLOOR OFFICE 311(JHB)CNR COMMISSIONER &VON WELLEIGH OPPOSITE CARLTON CENTER NEXT TO REA VAYA STATION <DATE_TIME> 7:00am BRING YOUR ACCOMPANIED WITH COPY OF ID/PASSPORT SALARY R9000PM REF:PRIMROSE,1,mixed,imc25,imc25_smishing
"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within <DATE_TIME>.

<URL>

(Please reply to Y, then exit the SMS, open the SMS activation link again, or copy the link to browser and open i",1,mixed,imc25,imc25_smishing
Din Uber-kod: 5081. Svara STOP till <PHONE_NUMBER> för att avbryta prenumerationen.,1,mixed,imc25,imc25_smishing
"Per 21/02 vervalt uw Rabobank pas
Vraag uw nieuwe Rabobank pas aan en voorkom blokkering van uw huidige Rabobank pas via de Rabobank website: <URL>",1,mixed,imc25,imc25_smishing
Dear Consumer Your complaint MV17032303552 has been resolved. Kindly provide your valuable feedback by clicking on the link <URL> -UPPCL,1,mixed,imc25,imc25_smishing
Bancolombia <NAMED_ENTITY> El <DATE_TIME> Su Clave Dinamica Fue Bloqueada <NAMED_ENTITY> Aqui: <URL>,1,mixed,imc25,imc25_smishing
"Dear User,
Your SBI YONO account will be blocked <DATE_TIME>. Please update your PAN card number immediately. Click here link. <URL>",1,mixed,imc25,imc25_smishing
"""BBVA-ES"": Usuario deshabilitado por razones de seguridad. <URL> activar ahora w",1,mixed,imc25,imc25_smishing
2marrow only. Wed at  &lt;#&gt;  to 2 aha.,0,en,sms_spam,uci_sms_spam
Please tell us about your Airtel BROADBAND FAULT REPAIR experience here <URL>,1,mixed,imc25,imc25_smishing
"Dear customer,
You have (1) Package from Samsung!
Ref. ROYAL-009-GalaxyS9
Last reminder to pick it up >>
<URL>",1,mixed,imc25,imc25_smishing
Please <NAMED_ENTITY> ghtevideos Your application has been approved and salary is 16000 RS. Contact: <URL>,1,mixed,imc25,imc25_smishing
"['The transaction function of your OCBC account will be suspended. To prevent your account from being locked out, update it on <DATE_TIME>. access ...', 'Your OCBC account transaction has been suspended, please update it on <DATE_TIME>, otherwise the account will be locked. Please access ...']",1,mixed,imc25,imc25_smishing
"Davivienda le entrega un paquete minimo de servicios sin costo por pago de cuota de manejo, en cumplimiento de ley 2009/19. <NAMED_ENTITY> aca <URL>",1,mixed,imc25,imc25_smishing
"Update:Hi from EE. As requested we've added an additional phone line to your account. If you didnt request this change, report it ASAP at <URL>",1,mixed,imc25,imc25_smishing
"Dear Consumer, apka is mahine ka Sui Gas ka bill 50,000 PKR h. Due date guzarne se pehle ada kren.",0,roman_urdu,Utility Bill Payment Reminder,zenodo_21810885
Dear customer your Electricity will be dis-connected <DATE_TIME> 9.30pm <DATE_TIME> bll not update Please Call Electricity Customér Care <PHONE_NUMBER>,1,mixed,imc25,imc25_smishing
<NAMED_ENTITY> name- ravigage-6years father name-vinaykumar uhid no.-<US_SSN> irch no.-<US_DRIVER_LICENSE>/18 <URL>meer bakshi hospital name.- aiims(all india institute of medical science)<URL>,1,mixed,imc25,imc25_smishing
"Dear <NAMED_ENTITY>, stay prepared for emergencies with up to Rs.<US_DRIVER_LICENSE> from MoneyTap. Get your pre-approved Credit Line here: <URL>",1,mixed,imc25,imc25_smishing
"important Book an appointment using the NHS e-Referral Service NHS vaccination - Your <URL> order of 'NHS health' service Team HK- and 1 more item(s) has been dispatched.
Dear,
The NHS is performing selections for coronavirus vaccination on the basis of family genetics and methodology.
You have been selected to receive a coronavirus vaccination.
NOTE: The coronavirus (COVID-19) vaccine is safe and effective. It gives you the best protection against coronavirus.
Use this service to confirm your coronavirus (COVID-19) vaccination.
You will need to:
* have 2 doses of the coronavirus vaccination at 2 appointments
* book both appointments at the same time
* book both appointments <DATE_TIME> after getting your <DATE_TIME> dose
Who can use this service if you have received this invitation?
You will receive this invitation. You can not use this invitation other than your own.
You are also free to reject this invitation by selecting on option below.
Please confirm or reject your invitation by selecting an option below.",1,mixed,imc25,imc25_smishing
"REGISTER FOR COVID-VACCINE
from <DATE_TIME> for vaccine using <NAMED_ENTITY> app.
Download from below.
Link: <URL>",1,mixed,imc25,imc25_smishing
Dear SBI User your SBI Y0N0 account has been suspended toda,1,mixed,imc25,imc25_smishing
"Ta-Daaaaa! I am home babe, are you still up ?",0,en,sms_spam,uci_sms_spam
Per migliorare la connessione la tua linea passerà alla tecnologia fibra misto rame con una velocità di download fino a 200Mbit/s. Il passaggio è completamente gratuito!,1,mixed,imc25,imc25_smishing
"Para cancelar el pago sigue nuestro enlace: <URL>
Ara",1,mixed,imc25,imc25_smishing
"Banco BCI informa que ha realizado una transferencia de 100.980.- desde su cuenta hacia otro banco, <NAMED_ENTITY>: <URL>",1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY>. en caso de activar su tarjeta de nuevo, por favor verifique que usted es 16 dígitos Número y su fecha de caducidad. usted será necesario para confirmar esta operación a través de código SMS
lo que debería hacer?
Es fácil seguir el proceso de verificación y verificar su identidad a través de código SMS durante el proceso de verificación. <NAMED_ENTITY>",1,mixed,imc25,imc25_smishing
LTA: This is your $6.95 road toll bill that has expired  so as to avoid high penalties please handle it online: <URL>,1,mixed,imc25,imc25_smishing
Hi mum I've smashed my phone so I'm using a spare phone now. Can you save this number and text me through whatsapp when you see this please?,1,mixed,imc25,imc25_smishing
"YOUR PHONE NO. HAS WON £1.000,000 IN WHATSAPP 2017 INTL. AWARENESS  PROMO HELD IN <LOCATION>, FOR CLAIM SEND YOUR DETAILS TO",1,mixed,imc25,imc25_smishing
Thank you for ordering from JioMart your order # 168313480002979826A has been dispatched and will be delivered by Delivery Associate <NAMED_ENTITY> <DATE_TIME>. Please pay Rs. 258 to the delivery agent. To pay via UPI or other modes ask Delivery Associate for details. Your Delivery Confirmation Code is ___ Track your order on,1,mixed,imc25,imc25_smishing
(congratulations)you are TV show Flipkart you win <URL>ice is Tata safari car or money Registration service charge on Deposit only call,1,mixed,imc25,imc25_smishing
Dear Customer Your HDFC Account is disabled. Please click the link to update your PAN Number. Click Link.,1,mixed,imc25,imc25_smishing
"Uw Vodafone sim-kaart is verouderd en vervalt overmorgen.
Vraag uw sim-kaart geheel gratis aan en voorkom blokkade van uw simkaart via: <URL>",1,mixed,imc25,imc25_smishing
"Your NayaPay OTP for online transaction is 53319372. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
BofA Alerts - A Direct Deposit to your Account has been placed under review. Please visit <URL> to resolve this.,1,mixed,imc25,imc25_smishing
"You are due to receive your revenue refund of £ 1,785.18. Please visit <URL> and logon with your phone number: 03538**** and pin: **** to claim.",1,mixed,imc25,imc25_smishing
"Dear. Customer
Your Airtel SIM Has Been Blocked due to KYC Update
Within 24Hrs Please Contact <PHONE_NUMBER> To Continue Your Service. Thank you",1,mixed,imc25,imc25_smishing
52gn4 Am 08.02. um <DATE_TIME> eine Voicemail-Nachricht fur <LOCATION> hinterlassen. <NAMED_ENTITY>,1,mixed,imc25,imc25_smishing
Dear Customer Your Electricity Power will disconnect at <DATE_TIME> 09:30pm as your <DATE_TIME> bill wasn't updated Call us <PHONE_NUMBER> imediately Thank you.,1,mixed,imc25,imc25_smishing
<NAMED_ENTITY> aktywacje usługi MALUCH. Dziennie otrzymasz 3 wiadomosci SMS z <NAMED_ENTITY> (koszt kazdej 3.69zl). Aby zrezygnowac z uslugi i uniknac oplat wyslij <URL>LUCH na numer 92555.,1,mixed,imc25,imc25_smishing
"The transaction function of your OCBC account will be suspended. To prevent your account from being locked out, update it on <DATE_TIME>. access ...",1,mixed,imc25,imc25_smishing
OTP is <PHONE_NUMBER> for txn of INR 5000.00 at Yes Pay on card ending <DATE_TIME>. Valid till 10:42:03. Do not share OTP for security reasons.,1,mixed,imc25,imc25_smishing
No no. I will check all rooms befor activities,0,en,sms_spam,uci_sms_spam
Dear PYTM customer your PYTM KYC has been <URL>TM office PH <US_BANK_NUMBER> <URL>r account will block within <URL>ank you PYTM team,1,mixed,imc25,imc25_smishing
"Dear Customers, Govermet Service Center Reserve Bank ATM Customers Are Used To Inform All Bank Account Holder O Renewal In Your Own Account To Make <DATE_TIME> Bike If You Do No Account Renewal O So The Reserve Bank Head Branch From Your Account Will Be Closed Within <DATE_TIME> Helpline Contact No.<PHONE_NUMBER>",1,mixed,imc25,imc25_smishing
"Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. Please take steps to reactivate after replying [OK], please keep us updated.",1,mixed,imc25,imc25_smishing
"records no money was deducted since <DATE_TIME> on your call records. If any dispute regarding wasp providers needs to be taken up with the Wasp/ Content carrier as no refunds for content is done on <LOCATION> side as we are not offering the content. Kind regards, Vodacom Customer Care <NAMED_ENTITY>",1,mixed,imc25,imc25_smishing
Your SIM replacement process has begun. This will be completed within <DATE_TIME>. If this wasn't you report it immediately.,1,mixed,imc25,imc25_smishing
AppBancolombia Informa que el <DATE_TIME> a <LOCATION> 18:26 <NAMED_ENTITY> DINAMICA activela de inmediato aqui <URL>,1,mixed,imc25,imc25_smishing
"Your policy premium may increase from <DATE_TIME> due to GST. Pay by <DATE_TIME> 2017 & save on tax. To pay, click <URL> HDFC Life-T&C apply",1,mixed,imc25,imc25_smishing
Dear Consumer Your Electricity Power will be Disconnected <DATE_TIME> from electricity office because your <DATE_TIME> bill was not update please immediately contact with our electricity officer <PHONE_NUMBER> Thank you,1,mixed,imc25,imc25_smishing
Your Binance verification code is: <US_DRIVER_LICENSE>. You are trying to log in with a new device. Visit your <NAMED_ENTITY> account now.  <NAMED_ENTITY>: De acuerdo con las regulaciones locales actualice web3.0 antes del 15 de abril; <NAMED_ENTITY> congelara.,1,mixed,imc25,imc25_smishing
"Uw itsme authenticatie is vervallen, activeer uw authenticatie zo snel mogelijk opnieuw via <URL>",1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY>,
Welcome to Kotak 811
Start using your new ZERO BALANCE savings account in <DATE_TIME>.
Click - <URL>",1,mixed,imc25,imc25_smishing
Dear SBI user your SBI YONO Account will be block <DATE_TIME>. Please click here link update your PAN CARD Number. <URL>,1,mixed,imc25,imc25_smishing
"USP! When the package arrives, the courier cannot find you. Would you like to schedule a redelivery?",1,mixed,imc25,imc25_smishing
"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",1,en,sms_spam,uci_sms_spam
Dear Customer Your Kotak Credit Card Points Worth Rs.4878 Will Expire By <DATE_TIME>. Kindly Redeem Your Points In Cash By Click Here <URL> - KTKCARD,1,mixed,imc25,imc25_smishing
You have a refund pending from HMRC. Use our secure link to confirm your details for payment: [redacted],1,mixed,imc25,imc25_smishing
U wake up already? Thanx 4 e tau sar piah it's quite nice.,0,en,sms_spam,uci_sms_spam
Can you please send me 150? brought the wrong card with me to the petrol station. Send it back to you <DATE_TIME>. BSB: Acc: 506 349,1,mixed,imc25,imc25_smishing
DKT <UK_NHS> BOOKED FROM BHUBANESHWAR ON <DATE_TIME> SHIPPER CUTTACK CLUSTER MARKET DKT AMT Rs.1580.02 Call Center # <PHONE_NUMBER>.,1,mixed,imc25,imc25_smishing
"I'm sorry, I sent you a 6-digit code for SMS by error. Can you transfer it to me? It's urgent",1,mixed,imc25,imc25_smishing
"You can never trust the <NRP>, Labor or <NRP> again. Authorised by <NAMED_ENTITY>, United Australia Party. Click on this link <URL>",1,mixed,imc25,imc25_smishing
K.i did't see you.:)k:)where are you now?,0,en,sms_spam,uci_sms_spam
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,0,en,sms_spam,uci_sms_spam
Tienes 1 correo de voz nuevo. Vaya a,1,mixed,imc25,imc25_smishing
You have successfully added your A/c no. >xxxxxxxx to <NAMED_ENTITY> app - Axis Bank,1,mixed,imc25,imc25_smishing
"Bendigo Bank: In order to find out if an account is locked, log into your <LOCATION> for verification.",1,mixed,imc25,imc25_smishing
"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",0,en,sms_spam,uci_sms_spam
"Dear Customer (Congratulation) You are dhamaka offer winner of {ShopClues You are 1st winner <NAMED_ENTITY> ({swift dzire}) and Price amount Rs- {7,95,000} Government registration service charges Rs- {3500} on date - {<DATE_TIME>} Deposit for details {} Contact. Customer care executive Helpline Number Call: {<DATE_TIME>}",1,mixed,imc25,imc25_smishing
2/2 146tf150p,1,en,sms_spam,uci_sms_spam
You have purchased from UMAKANTDATTAtryMAHAL with Rs. 3200 due Balance: Rs.3200 Due View or pay at <URL> - Paytm Business Khata,1,mixed,imc25,imc25_smishing
"ING: Uw rekening is in de quarantainezone <NAMED_ENTITY>, u dient uw bankapp <NAMED_ENTITY>: <URL>",1,mixed,imc25,imc25_smishing
Time is running out! Your Vodafone points (5131 points) will expire soon Visit vodofa   <URL> to redeem your Rewards points and enjoy great offers,1,mixed,imc25,imc25_smishing
He didn't see his shadow. We get an early spring yay,0,en,sms_spam,uci_sms_spam
You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,1,en,sms_spam,uci_sms_spam
"Banco Santander: Ponemos su tarjeta en espera! Por favor, siga <URL> para evitar la SUSPENSION!",1,mixed,imc25,imc25_smishing
"Your ongoing EMI of Capital Float(BAN18E000295726) is overdue. Clear your dues immediately to improve ur credit profile. Click to pay now! <URL> Pls, Ignore if already paid. TnC Capital Float",1,mixed,imc25,imc25_smishing
Free free free airdrop 100 ARB FREE 1 ARB= 100$ BINANCE LIST FAST JOIN NOW ENDING TIME <DATE_TIME>,1,mixed,imc25,imc25_smishing
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,0,en,sms_spam,uci_sms_spam
"SANTANDER: <NAMED_ENTITY> bancaria ha <NAMED_ENTITY> temporalmente. Para activar su cuenta, puede acceder de forma segura desde:",1,mixed,imc25,imc25_smishing
I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,0,en,sms_spam,uci_sms_spam
Dear customer your SBI account has been suspended please update your document visit Aadhar website click here to update by <URL>,1,mixed,imc25,imc25_smishing
<NAMED_ENTITY> nya <NAMED_ENTITY> siapa........ Bpk salah kirim.......,1,mixed,imc25,imc25_smishing
Easypaisa: Aap ne successfully 12500 PKR transfer kar diye hain. Trx ID: 24168869.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
"Your request for JioFiber (FTTx) is in process. Your request will be serviced by <NAMED_ENTITY> (Mob - <PHONE_NUMBER>).Your OTP Code <DATE_TIME> needs to be provided, only after your request has been successfully serviced. Please DO NOT SHARE the OTP ON CALL if the delivery of JioFiber (FTTx) has not been done at your address.",1,mixed,imc25,imc25_smishing
"As per RBI mandate, Intl.POS,ATM & E-Com usage for SBI Credit Card ending <DATE_TIME> has been <URL> activate SMS INTL to <US_DRIVER_LICENSE>",1,mixed,imc25,imc25_smishing
S.i'm watching it in live..,0,en,sms_spam,uci_sms_spam
Beware of misleading calls reg. deletion from Voter List. Check ur name <DATE_TIME> or send SMS <EPIC> SPACE EPIC No. to <PHONE_NUMBER>. To enrol visit <URL>.,1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY> Code: 4700. Antworte mit STOP, um keine Nachrichten mehr zu erhalten.",1,mixed,imc25,imc25_smishing
Hola mama mi telefono esta roto. Tengo un numero temporal. No puedo llamar. Puedes enviar un mensaje de WhatsApp a traves de WhatsApp? Numero: <PHONE_NUMBER>,1,mixed,imc25,imc25_smishing
Dear customer you PT M KYC has been expired Contact Customer care NO:- <PHONE_NUMBER> immediately. YOU account will suspended within <DATE_TIME>,1,mixed,imc25,imc25_smishing
"Dear Taxpayer, IncomeTax (e-filing) requires <NAMED_ENTITY> to click <URL> to submit a formal refund request for the remittance of your approved refund of Rs50,710.09.",1,mixed,imc25,imc25_smishing
Easypaisa: Aap ne successfully 5000 PKR transfer kar diye hain. Trx ID: 92441144.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
Your RoyalBenefits <US_DRIVER_LICENSE> debit will run <DATE_TIME> sold by Dominant Domain <US_BANK_NUMBER> ref Rbenefits08 9102755080850190228. Respond for help,1,mixed,imc25,imc25_smishing
Binance: Secondo le normative locali aggiorna web3.0 prima del 20 aprile altrimenti l'account verrà bloccato.,1,mixed,imc25,imc25_smishing
DEAR SBI USER Your A/C has been blocked <DATE_TIME>. Update PANCARD verify your A/C with login <NAMED_ENTITY> for KYC open the link <URL>,1,mixed,imc25,imc25_smishing
Your Subscription is on Hold. Renew your bills now.,1,mixed,imc25,imc25_smishing
<DATE_TIME>! Your UnionBank account has been flagged for fraudulent transaction. Your account will be disabled in <DATE_TIME>. Verify your account here: <URL>,1,mixed,imc25,imc25_smishing
Easypaisa: Aap ne successfully 2500 PKR transfer kar diye hain. Trx ID: 18777741.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
Your account has been locked. To restore visit <URL> immediately,1,mixed,imc25,imc25_smishing
I'm at home n ready...,0,en,sms_spam,uci_sms_spam
"Uw Rabobank bankpas is verouderd en <NAMED_ENTITY> twee dagen.
Vraag uw nieuwe betaalpas geheel gratis aan en voorkom blokkade van uw bankrekening via: <URL>",1,mixed,imc25,imc25_smishing
"DEAR SBI YONO USER,
Your A/C will be blocked <DATE_TIME>. Update PANCARD for <URL>rify your account with netbanking login click here website.",1,mixed,imc25,imc25_smishing
"Dear PAYTM customer

your paytm KYC has been suspended, paytm office PH.
<PHONE_NUMBER>
account will block within <DATE_TIME>.
Thank you PAYTM TEAM",1,mixed,imc25,imc25_smishing
"Si recibís un SMS que os remite a <LOCATION> web <URL> para cursar vuestra devolución, NO entréis. Es una estafa a través de la que se solicitan datos de vuestra tarjeta haciéndose pasar por la web del Ministerio de Hacienda y Administraciones Públicas. Suplanta una URL casi idéntica a <LOCATION> oficial.",1,mixed,imc25,imc25_smishing
[ING BE]: Bevestig uw mobiele apparaat om gebruik te kunnen blijven <NAMED_ENTITY> online/ ebanking. Voorkom zo blokkade van uw online omgeving: <URL>,1,mixed,imc25,imc25_smishing
"GOOD NEWS FOR <NAMED_ENTITY> USERS
<NAMED_ENTITY> is giving free 10<LOCATION>
daily for <DATE_TIME>.
Download JioData app
and enjoy now.",1,mixed,imc25,imc25_smishing
"SMS charged at N <URL>in Bal: <US_DRIVER_LICENSE>.76.Dial *123*1# for bonus <URL> AIRTEL APP, make a purchase and get <DATE_TIME>GB or 20% credit bonus",1,mixed,imc25,imc25_smishing
Yup... How Ì_ noe leh...,0,en,sms_spam,uci_sms_spam
"DEAR WINNER, YOUR WHATSAPP NO HAS WON RS. 2 CR 75 LAKH IN THE WHATSAPP GLOBAL AWARD <DATE_TIME>. FOR CLAIM, SEND NAME:AD:MOB NO:AGE:JOB:TO:",1,mixed,imc25,imc25_smishing
"Dear Customer, apka ATM card suspend kar dia gya ha. Apni details update krne k liye is link www.hbl-update-kyc.com pr click krain.",1,roman_urdu,Phishing - ATM Card Suspend Link,zenodo_21810885
"Dear <NAMED_ENTITY> (<NAMED_ENTITY>_), please sign up by <DATE_TIME> at <URL> to receive your SG Bonus of $SXXXX by <DATE_TIME>. The final deadline to sign up is <DATE_TIME>.",1,mixed,imc25,imc25_smishing
Alerte SFR: Une e-sim a été commandée sur votre espace client. <NAMED_ENTITY> s'agit pas de vous merci de vous rendre sur : <URL>,1,mixed,imc25,imc25_smishing
BANC0LOMBIA: Retiro por $315.00000 en PUNTOCLAVE_1. <NAMED_ENTITY> 19:26 <DATE_TIME>. Si quiere cancelar esta solicitud valide sus datos:,1,mixed,imc25,imc25_smishing
Dear customer your HDFC account has been block <DATE_TIME> please update your pan card <URL>ik the link.,1,mixed,imc25,imc25_smishing
"Dear SBI YONO user, Your SBI YONO account will be block <DATE_TIME>. please click here link to update your pan card",1,mixed,imc25,imc25_smishing
due to a lack of complete address information we have been unable to deliver your parcel. currently your parcel is being stored in our depot. click here to reschedule delivery.,1,mixed,imc25,imc25_smishing
Your MYROGERS online account has been suspended. Thank you for validate your info at,1,mixed,imc25,imc25_smishing
"The transaction function of your OCBC account will be suspended. To prevent your account from being locked out, update it on <DATE_TIME>. access http://...",1,mixed,imc25,imc25_smishing
In fact when do you leave? I think addie goes back to school tues or wed,0,en,sms_spam,uci_sms_spam
"Hallo, wir warten auf eine <NAMED_ENTITY>, '4' um & Ihr Paket zuzustellen: <URL>",1,mixed,imc25,imc25_smishing
"Notification.
Dear Consumer Your Electricity power will be disconnected. <DATE_TIME> at <DATE_TIME> from  <LOCATION> electricity office. because your <DATE_TIME> bill was not update. Please immediately contact with our electricity officer <DATE_TIME>. Thank you.",1,mixed,imc25,imc25_smishing
Document send kijiye,1,mixed,imc25,imc25_smishing
Compra aceptada por importe de 986.45 euros. Si no ha sido usted siga los pasos en este enlace para cancelarla: <URL>fо<URL>,1,mixed,imc25,imc25_smishing
Compra aceptada de 490.00 EUR. Si no reconoce este cargo siga los pasos para cancelar: <URL> <NAMED_ENTITY> ha realizado un cargo de 980.45 EUR en su cuenta. Si no reconoce este pago verifique inmediatamente: <URL>,1,mixed,imc25,imc25_smishing
Emirates Post: Your parcel has been stopped from delivery please update the address as soon as possible to pay for shipping reply 1 to get the link : <URL> Excuse me,1,mixed,imc25,imc25_smishing
R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,0,en,sms_spam,uci_sms_spam
ANTAI : Vous avez un retard de paiement d'une infraction routière dernier rappel avant majoration. <NAMED_ENTITY>: <US_DRIVER_LICENSE> Consulter mon dossier d'infraction: <URL>,1,mixed,imc25,imc25_smishing
"<URL># <US_DRIVER_LICENSE> Your-SUBSCRIPTION-IS-0N ""HOID"",Renewal-your-bill-now:// @@,<URL>",1,mixed,imc25,imc25_smishing
<NAMED_ENTITY>: Informa COMPRA en APPLE CENTER por $85989 si <NAMED_ENTITY>,1,mixed,imc25,imc25_smishing
"DEAR PARENTS <NRP> real cash games, realize your dream of buying a house and a car. Click <URL> to get 100rs NVCOLG",1,mixed,imc25,imc25_smishing
Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,0,en,sms_spam,uci_sms_spam
"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",1,en,sms_spam,uci_sms_spam
Can you do a mag meeting this avo at some point?,0,en,sms_spam,uci_sms_spam
BAJAJ FINSERV DIRECT LIMITED has requested payment of INR 499.00. You can pay through this link: <URL> - Razorpay,1,mixed,imc25,imc25_smishing
"Ameli: Votre nouvelle carte vitale est disponibles. Afin de profiter des avantages, veuillez remplir le formulaire via: <URL>",1,mixed,imc25,imc25_smishing
DVLA:You are eligible to receive a tax refund of 805.07gbp Please submit your request via <URL> Thank you.,1,mixed,imc25,imc25_smishing
"Bonjour, nos emails vous sont envoyés à l'adresse <EMAIL_ADDRESS>. Pensez à modifier vos coordonnées dans votre espace client pour recevoir les infos importantes sur votre offre et les nouveautés, cliquez sur",1,mixed,imc25,imc25_smishing
<NAMED_ENTITY> ha <NAMED_ENTITY> temporalmente por razones de seguridad para reactivarla actualice <NAMED_ENTITY> <URL>,1,mixed,imc25,imc25_smishing
Double eviction this week - Spiral and Michael and good riddance to them!,0,en,sms_spam,uci_sms_spam
A new device has been registered on 15/02 at 16:22. If this was NOT done by you please visit : <URL> to verify your device.,1,mixed,imc25,imc25_smishing
I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,0,en,sms_spam,uci_sms_spam
Dear Customer Your SBI ATM Card and Account Has been blocked and hold Your Amount Please <NAMED_ENTITY> Contact Customer care Number <PHONE_NUMBER> To Continue Your Service,1,mixed,imc25,imc25_smishing
Hello sir/madam We are contacting you from Anushakti Nagar 172 Assembly Constituency. We have got your number in our computer system. Your Aadhar card has not been linked with the voting card. So to link your Aadhar card number and mobile number you should WhatsApp me on this number so that your Aadhar card will be linked to the voting card.,1,mixed,imc25,imc25_smishing
"Per motivi di sicurezza,<NAMED_ENTITY>. <NAMED_ENTITY>:",1,mixed,imc25,imc25_smishing
